tconst,title,year,genres,rating,numVotes,directors,topCast
tt1791436,The Neighbor,2011,Drama,7.7,17,Katsuto Kobayashi | Kenji Kobayashi,Yuriko Abe | Ayumi Beppu | Mayumi Amano
tt28756749,When Fucking Spring is in the Air,2024,Drama,6.1,201,Danyael Sugawara,Ada Szczepaniak | Nadine Ignas | Julia Kijowska
tt1791438,9/11: Blueprint for Truth - The Architecture of Destruction,2008,Documentary,8.1,95,Ken Jenkins,
tt4984096,Main Hoon Aflatoon,1987,Action,4.4,10,,Juhi Chawla
tt0815492,Blue Bandanas in the Summer Wind,1952,Documentary,6.2,6,Herbert Ballmann,
tt12490000,Máscaras,2021,Mystery,6.0,6,André Luiz,
tt5171828,Forward,2016,HorrorThriller,4.1,108,Henry Bedwell,Lisette Morelos | Karen Leone | Paulette Hernandez
tt14891922,¡Qué despadre!,2022,Comedy,6.5,255,Pitipol Ybarra,Fiona Palomo | Sandra Echeverría | Paly Duval
tt4010128,Movie,2014,DocumentaryDrama,5.2,14,Meritxell Soler Gonzàlez,
tt3073490,Committed,2014,ComedyRomance,6.2,1165,Stelana Kliris,Melia Kreiling | Alexia Paraskeva | Kerry Constantinou
tt8364418,Adanga Maru,2018,ActionCrimeDrama,7.1,3011,Karthik Thangavel,Raashi Khanna | Meera Vasudevan
tt0933342,Polycarp,2007,CrimeHorrorRomance,2.7,1111,George Lekovic,Beverly Lynne | Brooke Lewis Bellas | Julianne Michelle
tt0933347,My American Girls: A Dominican Story,2001,Documentary,8.8,26,Aaron Matthews,
tt10563420,The Deeper You Dig,2019,DramaHorror,5.7,2992,,Toby Poser | Zelda Adams | Joan Poser
tt5171816,Ce qu'il ne faut pas dire,2015,Romance,5.4,13,Marquise Lepage,Annick Fontaine | Raymonde Gagnier | Marie-Claude Michaud
tt11803676,Traverser,2020,Drama,7.1,18,Joël Akafou,
tt22438568,Yudi: Yedikonuk Cinleri,2022,Horror,2.7,12,Dogukan Misir | Mert Uzunmehmet,Yesim Gedik | Birgül Uluçay
tt8364428,The Fairytale of Empty Space,2017,Documentary,7.7,6,Krista Burane,
tt1791451,Anacapa,2010,DramaMystery,7.6,17,Nicholas Tolkien,Cheyanne Gustason | Frances Rozhko
tt17677744,The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022,ActionAdventureAnimation,5.6,1028,Bob Shirahata,Jeannie Tirado | Jeannie Tirado | Sora Amamiya
tt25260592,Birth of a monster,2017,Documentary,6.6,8,Paul Moreira,
tt22306776,Caviar,2023,Horror,3.1,155,Jacob Michael King,Betsey Brown | Colleen Hallas | Tess Sardo
tt13323462,Day Zero,2021,DocumentaryDrama,7.2,250,Virginia Quinn | Kevin Sim,
tt0237556,Pathbhola,1986,Drama,7.9,34,Tarun Majumdar,Sandhya Roy | Nayana Das | Manju Dey
tt15012352,Meryl: Winner Takes It All,2021,Documentary,6.2,7,Lucy Ciara McCutcheon,Gale Cruz
tt15433754,Kishmish,2022,ComedyDramaRomance,6.6,1934,Rahool Mukherjee,Rukmini Maitra | Anjana Basu | Lily Chakravarty
tt0237554,Pastreza-ma doar pentru tine,1987,Romance,6.4,21,Virgil Calotescu,Catrinel Dumitrescu
tt0237555,Path O Prasad,1991,Drama,7.8,48,Tarun Majumdar,Sandhya Roy | Ruma Guha Thakurta | Kheyali Dastidar
tt4288286,The Documentary of OzBo,2014,DocumentaryHorror,7.0,27,Gene Hamil,Brandy Donatiello | Missy Maranto
tt0237549,Parusa moyego detstva,1982,AdventureFamily,5.6,20,Leonid Martynyuk,Nina Piskaryova
tt1791479,Chala Bagundi,2000,Drama,6.4,65,E.V.V. Satyanarayana,Flora Saini | Malavika Nair | Malavika
tt0933399,White Platoon,2006,Documentary,8.8,22,Timothy Grucza | Yuri Maldavsky,
tt4602718,Enduring Destiny,2014,Comedy,4.0,28,Thomas Reilly-King,Ariel Vida
tt1541788,10 Mountains 10 Years,2010,Documentary,6.9,49,Jennifer Yee McDevitt,Anne Hathaway
tt0237541,Please Ladies Don't Cry,1992,ComedyDrama,7.1,625,Stavros Tsiolis | Hristos Vakalopoulos,Dora Masklavanou | Emily Papahristou | Evelyn Gavrilou
tt2610274,Gulmohar,2009,Drama,5.9,25,Gajendra Vitthal Ahire,Sonali Kulkarni | Girija Oak
tt0237542,Parampara,1990,DramaThriller,5.8,78,Sibi Malayil,Sumalatha | Chitra
tt7690774,The Falcons,2018,ComedyDramaFamily,5.7,195,Bragi Thor Hinriksson,Ísey Heiðarsóttir | Ilmur Kristjánsdóttir
tt0237544,Parashmoni,1988,Drama,7.6,16,Tarun Majumdar,Satabdi Roy | Sandhya Roy
tt0237534,Brotherhood of the Wolf,2001,ActionAdventureDrama,7.0,74561,Christophe Gans,Émilie Dequenne | Monica Bellucci | Karin Kriström
tt0237537,Palatak,1963,Drama,8.2,159,Tarun Majumdar | Dilip Mukherjee | Sachin Mukherjee,Sandhya Roy | Anubha Gupta | Ruma Guha Thakurta
tt0933382,Soviet Park,2006,Comedy,4.8,208,Yuliy Gusman,Elizaveta Boyarskaya
tt1384585,The Clean Up Woman,2010,Drama,6.1,42,JD Lawrence,Jackée Harry | Telma Hopkins | Amanda Martindale
tt0237539,Bread and Tulips,2000,ComedyRomance,7.3,11752,Silvio Soldini,Licia Maglietta | Marina Massironi | Vitalba Andrea
tt1384586,Deuce of Spades,2011,Drama,6.4,725,Faith Granger,Faith Granger | Alexandra Holder | Kristin Findley
tt6386782,Kill Dolly Kill,2023,HorrorMusical,5.2,41,Heidi Moore | Anthony David | Daniel Murphy,Elissa Dowling | Julie Anne Prescott | Kathy Corpus
tt0933389,Sigma Die!,2007,ComedyHorror,3.4,99,Michael Hoffman Jr.,Brinke Stevens | Aly Hartman | Heather Marie
tt11778338,A High School Story,2017,Comedy,5.8,24,Nathan Blair,Hannah Thomas | Ashley Wright | Makenzie Conter
tt5817660,The Wall,2019,Thriller,5.1,91,Bartosz Grudziecki,Anna Ilczuk | Katarzyna Wajda
tt7690762,The Pact,2018,HorrorMysteryThriller,5.2,1308,David Victori,Belén Rueda | Mireia Oriol | Vanessa Buchaca
tt0237523,Open Mic,2001,ComedyDocumentary,8.5,69,Jason Dudek,
tt1384594,She Is Not Crying She Is Singing,2011,Drama,5.6,137,Philippe de Pierpont,Erika Sainte | Marijke Pinoy | Vicky Krieps
tt2610258,Bavuttiyude Namathil,2012,ComedyDrama,5.5,356,G.S. Vijayan,Kavya Madhavan | Kaniha | Rima Kallingal
tt0105900,Honor and Glory,1992,ActionThriller,4.2,995,Godfrey Ho,Cynthia Rothrock | Donna Jason
tt0933370,How Many Roads,2006,Documentary,6.1,19,Jos de Putter,
tt0105901,Zoológico,1992,Documentary,7.8,12,Fernando Venturini,Kika Alcega | Valentina Izaguirre
tt1384596,Terra Antarctica Re-Discovering the Seventh Continent,2009,Documentary,6.6,17,Jon Bowermaster,
tt0105902,Zsötem,1992,Drama,6.9,43,András Salamon,Éva Kerekes | Enikö Börcsök | Ildikó Bánsági
tt0237528,Ostayus s vami,1982,Drama,5.3,18,Igor Voznesensky,Anna Viktorova | Olga Voznesenskaya | Olga Pletyushina
tt1384597,Third on a Match,2009,RomanceWar,7.5,28,Austin Newman,Heather Rothrock | Anna Grace Bradley | Maggie Mathena
tt0105903,Legend of the Drunken Tiger,1990,ActionRomance,4.7,66,Baoshan Dai,Kara Ying Hung Wai | Hsin Li | So Man
tt0237529,Otstavnoy kozy barabanshchik,1982,ComedyDrama,5.8,42,Georgi Mylnikov,Tatyana Pelttser | Galina Polskikh | Nelli Volshaninova
tt1384598,Uncut,2009,Thriller,3.7,32,Philip West,Gabrielle Amies | Safron Beck | Sharon Clancy
tt0105905,Zuppa di pesce,1992,ComedyDrama,6.2,47,Fiorella Infascelli,Chiara Caselli | Macha Méril | Lucrezia Lante della Rovere
tt0105907,Un chien sur la route,1992,Drama,3.7,11,Jean Jeanneret,Tatjana Kecojevic | Bella Tsoneva | Azra Cengic
tt0933377,Leimert Park: The Story of a Village in South Central Los Angeles,2006,Documentary,7.8,20,Jeannette Lindsay,
tt0105908,Off Season,1992,ComedyDrama,6.4,192,Daniel Schmid,Ingrid Caven | Andréa Ferréol | Arielle Dombasle
tt0105909,Dismissed from Life,1992,Drama,6.5,68,Waldemar Krzystek,Danuta Borowiecka | Maria Chwalibóg | Anna Ciepielewska
tt10431566,Solid Gold,2019,CrimeDrama,5.1,155,Jacek Bromski,Marta Nieradkiewicz | Danuta Stenka
tt2610252,Het leven volgens Nino,2014,Family,6.5,179,Simone van Dusseldorp,Rifka Lodeizen | Serena Bank
tt1384591,Justify,2010,Thriller,3.3,199,Insung Hwang,Rebecca Larsen | Elizabeth Anweis | Heather Lemire
tt2610248,Disappearance,2017,DramaMystery,6.6,526,Boudewijn Koole,Rifka Lodeizen | Elsie de Brauw | Elsie de Brauw
tt15012312,Brad Pitt: Breaking Hollywood,2021,Documentary,7.9,50,Roxane Schlumberger,Maria Pendolino
tt23872640,Dirty Angels,2024,ActionDramaThriller,4.4,3825,Martin Campbell,Eva Green | Maria Bakalova | Ruby Rose
tt0237590,Poslednyaya dvoyka,1978,AdventureDrama,6.2,14,Boris Nashchekin,Lyudmila Ivanova | Tatyana Gubkina | Lyudmila Zhukova
